Pozisyon,Kategori,Alan,Soru,Cevap
Backend,Teknik Yetenekler,Java,"Java’da HashSet, TreeSet ve HashLinkedSet nedir?","HashSet, LinkedHashSet ve TreeSet, Java’da Set (küme) türleridir. HashSet, set arabirimini uygulayan bir sınıftır ve elemanları tekrar etmeyen bir yapıda saklar. HashSet arayüzü verilerini düzensiz olarak sıralar. Performans olarak tasarruf etmenizi sağlar. HashLinkedSet ise verileri eklenen sıraya göre düzenli tutar. HashSet'in bir alt sınıfıdır. Eğer verilerin sırası önemli değilse, HashLinkedSet ekstra maliyetli olacaktır. TreeSet, NavigableSet arabirimini uygulayan bir sınıftır ve elemanları sıralı bir şekilde saklar. Bu sınıf, elemanları kısmi sıralama veya doğal sıralama düzenine göre düzenler.",
Backend,Teknik Yetenekler,Java,"HashSet, LinkedHashSet ve TreeSet ne zaman kullanılır?","HashSet'i kullanın: Öğeleri herhangi bir sıraya göre tutmaya gerek olmadığında. LinkedHashSet'i kullanın: Benzersiz öğeler grubuna ihtiyaç duyulduğunda ve öğelerin ekleme sırası da önemli olduğunda. TreeSet kullanın: Benzersiz öğeler/nesneler grubu gerektiğinde ve bazı comparator’lere göre öğelerin sıralanması gerektiğinde.",
Backend,Teknik Yetenekler,Java,"Java reflection (yansıma) nedir?","Reflection, yöntemlerin, sınıfların ve arabirimlerin davranışını incelemek ve değiştirmek için kullanılan bir çalışma zamanı API'sidir. Java Reflection, yararlı olan güçlü bir araçtır. Java Reflection, derleme zamanında sınıfları, arabirimleri, alanları ve yöntemleri çalışma zamanında analiz etmeye olanak tanır.",
Backend,Teknik Yetenekler,Java,"Java senkronizasyon nedir?","Java, birden çok iş parçacığının yürütülmesine izin verir. Senkronizasyon, dizilerin birbiri ardına yürütülmesini sağlar. Paylaşılan belleğe erişimden kaynaklanan bellek hatalarını önler.",
Backend,Teknik Yetenekler,Java,"Java’da Break nedir?","Java'da break ifadesi, döngü içerisinde koşul sağlanmadan döngüyü bitirmek, tekrarlı yapıları kontrol etmek için kullanılan bir ifadedir. “for, while, do while” gibi switch ve loop ifadelerinde kullanılır. Çalıştırıldığı anda switch ve loop ifadelerinin sonlanmasını sağlar.",
Backend,Teknik Yetenekler,Java,"Java’da Continue nedir?","Java'da 'continue' ifadesi, döngülerde veya switch-case yapılarında kullanılarak, belirli bir durumu atlayarak döngünün veya yapı bloklarının devamını sağlayan bir kontrol ifadesidir. Yalnızca döngü ifadeleriyle kullanılabilir.",
Backend,Teknik Yetenekler,Java,"Java'da sonsuz döngü (infinite loop) nedir?","Java’da sonsuz döngü (infinite loop), bir döngü veya koşulun sürekli olarak doğru kalması nedeniyle döngünün hiçbir zaman sonlanmaması durumudur. Yani döngü, sürekli olarak tekrar eder.",
Backend,Teknik Yetenekler,Java,"Java’da OOP (Nesne Yönelimli Programlama) Nedir?","Nesne yönelimli programlama veya OOP, programların mantık ve işlevler yerine nesneler etrafında düzenlendiği bir programlama modeli veya yaklaşımıdır. OOP, mantık yerine nesnelere odaklanır. Bu yaklaşım, büyük ve karmaşık kodların daha düzenli ve kolay anlaşılır bir şekilde geliştirilmesini sağlar.",
Backend,Teknik Yetenekler,Java,"Java'daki OOP'lerin prensipleri nelerdir?","Kalıtım: Kalıtım, bir sınıfın diğerinin özelliklerini almasıdır. Kapsülleme: Java'da kapsülleme, verileri ve kodu tek bir birim olarak bir araya getirmektir. Soyutlama: Soyutlama, uygulama ayrıntılarını kullanıcıdan gizleme ve yalnızca kullanıcılara işlevsellik sağlama metodolojisidir. Polimorfizm: Polimorfizm, bir değişkenin, işlevin veya nesnenin birden çok biçim alma yeteneğidir.",
Backend,Teknik Yetenekler,Java,"Java erişim belirleyiciler nedir?","Erişim belirleyiciler, sınıfların diğer farklı sınıflardaki metotlara erişim sağlamasını veya bir sınıftaki özel bir metoda başka bir sınıfın erişim sağlamasını engellemesini sağlar. Java’da 4 farklı erişim belirleyici bulunur: 1.public: Herhangi bir yerden erişim sağlanabilir. 2. protected: Sınıf, paket ve altsınıflar tarafından erişim sağlayabilir. 3. private: Sadece sınıf içerisinden erişilebilir. 4. default(erişim belirleyici yok): Bir erişim belirleyici kullanmadan sınıf ve paket içerisinden erişilebilir.",
Backend,Teknik Yetenekler,Java,"Java’da this() ve super() nedir? Aralarındaki farklar nedir?","Bunlar, sınıf yapıcıları arasında geçiş yapmak için kullanılır. Her iki metod da yapıcı metotların içinde ilk satır olarak yazılması gerekmektedir. Aksi halde hata verecektir. 'this()': Bu metod, sınıfın kendisinde bulunan yapıcı metotlar arasında geçiş yapmak ve metodları çağırmak için kullanılabilir. 'super()': Bir sınıfın kalıtım yoluyla erişebildiği üst sınıfın yapıcı metotları arasında geçiş yapmak ve çağırmak için kullanılabilir.",
Backend,Teknik Yetenekler,Java,"Overloading ve override nedir?","Overloading: Java'da, aynı sınıf içinde aynı isimli birden fazla metodun olmasına denir. Bu metodlar, aynı isimlerine rağmen farklı parametreler alırlar. Böylece, kod okunaklılığı arttırılabilir. Overriding: Java'da, bir sınıfın kalıtım yoluyla erişebildiği üst sınıftaki aynı isimli metodun yeniden tanımlanmasına denir. Böylece, üst sınıftaki metodun işlevselliği değiştirilebilir ve kod tekrarı önlenebilir.",
Mobil Uygulama,Teknik Yetenekler,iOS,"iOS nedir?","iOS, Apple Inc. tarafından geliştirilen bir mobil işletim sistemidir. iPhone, iPad ve iPod Touch cihazları gibi Apple cihazlarında kullanılır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Swift nedir?","Swift, iPadOS, macOS, tvOS, watchOS ve iOS geliştirme için kullanılan, genel amaçlı ve açık kaynaklı bir programlama dilidir. 2014 yılında Apple tarafından geliştirildi. Swift’in amacı iOS uygulamaları geliştirmektir. Swift.org'a göre, Swift güvenli ve hızlı bir programlama dilidir. Swift ayrıca büyüyen bir topluluğu da sahiptir. Swift kaynak kodu GitHub'da bulunabilir ve bu da herkesin koda erişmesini kolaylaştırır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Android ve iOS arasındaki farklar nelerdir?","Android - Google tarafından sunulan, Android cihazlar için mobil işletim sistemidir. Akıllı telefonlar ve tabletlerde bulunur. Geliştirilmesinde C, Java ve C++ olmak üzere çeşitli programlama dilleri kullanılmıştır. iOS - Apple şirketi tarafından sunulan Apple cihazlar için işletim sistemidir. Android'den sonra dünya çapında en popüler ikinci mobil işletim sistemidir. iPhone, iPod Touch, vb. gibi Apple mobil cihazlarında kullanılır. Geliştirilmesinde Objective-C, Swift ve C++ kullanılmıştır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Swift ve Objective-C arasındaki fark nedir?","Swift, Apple tarafından 2014 yılında piyasaya sürülen bir programlama dilidir. Objective-C, Apple tarafından geliştirilen eski bir programlama dilidir. Swift, Objective-C'ye kıyasla daha kolay, okunaklı ve hızlıdır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Objective-C’de kategori nedir?","Objective-C'deki kategoriler, nesnenin kendisini değiştirmeyi veya alt sınıflamayı kullanmadan bir nesneye işlevsellik eklemeyi sağlayan araçtır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Bir uygulama geliştirirken hangi adımları izlersiniz?","1. Gereksinimleri belirleme 2. Tasarım oluşturma 3. Kodlama 4. Test etme 5. Yayınlama"
Mobil Uygulama,Teknik Yetenekler,iOS,"CocoaPods nedir?","CocoaPods, Swift ve Objective-C programlama dillerindeki bağımlılıkları yönetmek için kullanılan bir paket yöneticisidir. Developer’lar, basit ve kolay kod oluşturmak için CocoaPods’u kullanırlar. CocoaPods'un yardımıyla developer’lar, her şeyi sıfırdan kodlamak yerine, diğer developer’lar tarafından zaten oluşturulmuş ve hazırlanmış kodu kullanırlar. Cocoapod'lar ayrıca kodunuzu diğer insanlarla paylaşmak için bir kodlama merkezi görevi de görür."
Mobil Uygulama,Teknik Yetenekler,iOS,"Cocoa ve Cocoa Touch nedir?","Cocoa Touch, iPhone, iPad ve iPod Touch gibi ürünler için yazılım uygulamaları oluşturmak üzere Apple tarafından sağlanan bir kullanıcı arayüzü framework’üdür. Swift, Cocoa ve Cocoa Touch frameworkleri ve Apple ürünleri için yazılan Objective  C kodlarıyla çalışmak için tasarlanmıştır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Core Data nedir?","Core Data, Apple tarafından geliştirilen ve sürdürülen bir framework’dür. Core Data, uygulamaların model katmanı olan MVC'deki M'dir."
Mobil Uygulama,Teknik Yetenekler,iOS,"Uygulamanızda Core Data kullanmak için ne yapmanız gerekir?","Core Data, iOS uygulamalarında verileri saklamak için kullanılan bir framework'tür. Bir uygulamada Core Data kullanmak için şu adımlar izlenir: 1. Core Data modelini oluşturulur. 2. Verileri modeline uygun şekilde kaydedilir. 3. Verileri görüntülemek için fetch işlemi kullanılır."
Mobil Uygulama,Teknik Yetenekler,iOS,"ARC nedir ve nasıl çalışır?","Otomatik Referans Sayımı (ARC), Objective-C derleyicisi özelliği ve Swift'in hafıza izleme sistemidir. Bellek yönetimini kolaylaştırmak ve bellek sızıntılarını önlemek için Apple tarafından geliştirilmiştir. ARC, geliştiricilerin manuel bellek yönetimi yapmak zorunluluğunu ortadan kaldırır. Nesnelerin bellekten kalması veya bellekten silinmesi konusunda kendi kararının verir. Böylece, hatalı bellek kullanımı en aza indirir. ARC, programda kullanılan nesnelerin bellek yönetimini otomatik olarak yönetir. Programda bir nesne oluşturulduğunda, ARC bu nesne için bir referans sayısı oluşturur. Bu sayı, nesnenin kaç referansa sahip olduğunu belirler. Eğer bir nesneye yeni bir referans oluşturulursa, bu sayı artar. Eğer bir referans silinirse, sayı azalır. Eğer bir nesnenin referans sayısı sıfıra düşerse, ARC nesneyi bellekten otomatik olarak siler."
Mobil Uygulama,Teknik Yetenekler,"iOS","Delegate nedir ve ne işe yarar?","Bir nesne gerçekleştirmek istediği görevi devreder (delegator), bir diğer nesne de o görevi devralarak gerçekleştirir (delegate). Nesneler arasındaki bu görev devri 'delegate' olarak adlandırılır. iOS SDK'daki birçok sınıf, bir veya daha fazla delegasyon noktası sağlar. Bu, bir nesnenin bir olay oluştuğunda başka bir nesneye haber vermesini sağlar. Delegasyon, kodun daha modüler hale gelmesini sağlar ve kod tekrarını azaltır."
Mobil Uygulama,Teknik Yetenekler,"iOS","Swift'te bir delege belirlemek için hangi adımlar uygulanır?","1. Protokol tanımlanır. 2. Delege örneği oluşturulur. 3. Delege çağrılır. 4. Delegeyi uygulanır. 5. Delege atanır."
Mobil Uygulama,Teknik Yetenekler,"iOS","Swift required init nedir?","İnit, bir sınıf, yapı veya numaralandırma örneği hazırlama işlemidir. Swift'de 'required init' anahtar kelimesi, bir sınıfın türetilen sınıflar tarafından belirli bir şekilde başlatılmasını zorunlu kılmak için kullanılır. Required anahtar kelimesi, alt sınıfların, üst sınıfın tanımlanmış bir yöntemini geçersiz kılmadan önce bu yöntemi uygulamak zorunda olduklarını belirtir."
Mobil Uygulama,Teknik Yetenekler,"iOS","Swift init() syntax’ı nasıldır?","'init' anahtar kelimesinin yanına parantezler konularak sınıfın yapıcı metodu tanımlanır."
Mobil Uygulama,Teknik Yetenekler,"iOS","Swift mutating nedir?","'Mutating', bir değerin içeriğini değiştiren yöntemin tanımlandığını göstermeye yarayan örnektir. Swift’te, bir fonksiyonun yapısını değiştirebileceğimiz özellik olan 'mutating' anahtar kelimesi kullanılır."
Mobil Uygulama,Teknik Yetenekler,"iOS","iOS uygulamaları için önerilen yaygın tasarım modelleri nelerdir?","Apple tarafından, iOS uygulamaları için önerilen tasarım modelleri arasında Delegate, MVC, Observer ve Singleton yer alır."
Mobil Uygulama,Teknik Yetenekler,"iOS","UIKit çerçevesi nedir?","UIKit çerçevesi, iOS ve tvOS için uygulamalar oluştururken ihtiyaç duyulan temel nesneleri sağlar. İçeriği ekranda görüntülemek, bu içerikle etkileşimde bulunmak ve sistemle etkileşimleri yönetmek için bu nesneler kullanılır."
Mobil Uygulama,Teknik Yetenekler,"iOS","UIKit View Controller yaşam döngüsü nedir?","UIKit View Controller yaşam döngüsü, bir View Controller'ın yaratıldığı andan itibaren işlevselliğini kaybedene kadar geçirdiği aşamalardır. UIKit View Controller yaşam döngüsü genellikle iki ana aşamaya ayrılır: yükleme görüntüleme ve yaşam döngüsünü görüntüleme. Bu yaşam döngüsü, View Controller'ın ekran üzerinde görüntülendiği süre boyunca sürekli olarak gerçekleşir."
Mobil Uygulama,Teknik Yetenekler,iOS,"Statik yazma ile dinamik yazma arasındaki fark nedir?","Statik yazma ve dinamik yazma, önemli kavramlardır. 👉 Statik yazma, program çalıştırılmadan önce tüm kodların kontrol edilmesi anlamına gelir. Swift, statik yazmayı kullanır. 👉 Dinamik yazma, program çalışırken kodun çalıştırılması ve sonucunun görüntülenmesi anlamına gelir. Objective-C, dinamik yazmayı kullanır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Tip çıkarımı nedir?","Derleyicinin bir değişkenin veri tipini otomatik olarak ayarlamasına izin veren bir işleve denir. Böylece tip çıkarımı, kodun daha okunaklı ve kısa olmasına yardımcı olur. Ayrıca kodun daha hızlı yazılmasına da olanak tanır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Objective-c ve Swift'de nesneler sıfır olabilir mi?","Objective-C ve Swift, nesnelerin sıfır olabilmesine izin verir."
Mobil Uygulama,Teknik Yetenekler,iOS,"Protokol nedir?","Protokol, soyut yöntemler, sabitler ve değişkenler içeren bir arayüzdür. Protokoller, sınıflar arasında işlevsellik sağlar. Birden çok protokol uygulanabilir."
Mobil Uygulama,Teknik Yetenekler,iOS,"iOS tarafından hangi JSON çerçevesi desteklenir?","SBJson çerçevesi, iOS tarafından desteklenir. Objective-C için bir JSON ayrıştırıcı ve oluşturucudur. SBJson, JSON kullanımını kolaylaştıran esnek API'ler ve ek kontrol sağlar."
Mobil Uygulama,Teknik Yetenekler,iOS,"iOS'ta GCD (Grand Central Dispatch) ne anlama gelir?","Grand Central Dispatch (GCD), kullanıcıların arka planda iş parçacıklarını yöneterek eşzamanlı görevleri çalıştırmalarını sağlayan bir API'dir. Grand Central Dispatch, birden çok arka plan görevini, ana iş parçacığını etkilemeden arka planda ve aynı anda çalıştırmayı sağlar."
Mobil Uygulama,Teknik Yetenekler,iOS,"iOS’ta eşzamanlılık elde etmenin yolları nelerdir?","Threads, Dispatch queues, Operation queues"
Mobil Uygulama,Teknik Yetenekler,iOS,"iOS uygulamalarının çalışır durumda olmadığını ne zaman söylersiniz?","Başlatılmadığında veya çalışma sırasında sistem tarafından sonlandırıldığında bir uygulamanın çalışır durumda olmadığı söylenebilir."
Mobil Uygulama,Teknik Yetenekler,iOS,"iBeacon nedir?","iBeacon, Bluetooth Low Energy (BLE) kullanan ve akıllı telefonları algılamak ve izlemek için verici görevi gören küçük ölçekli bir ağ cihazıdır. Apple iBeacon protokolü, BLE'nin kablosuz cihazların insan müdahalesi olmadan bağlanmasına izin vererek konum tabanlı bildirimler/hizmetler vermek için kullanılır."
Mobil Uygulama,Teknik Yetenekler,iOS,"Operator Overloading nedir?","Operatör fonksiyonları (Operator Overloading), mevcut operatörlerin davranışlarını değiştirme ve yeni operatörler ekleme işlemini sağlar."
Mobil Uygulama,Teknik Yetenekler,iOS,"TVMLKit nedir?","TVMLKit, TVML, JavaScript ve tvOS yazılımları arasında köprü görevi görür. TVMLKit framework, tvOS uygulamasının içinden TVMLKit JS ve TVML dosyalarını değerlendirmeyi sağlar."
Mobil Uygulama,Teknik Yetenekler,iOS,"Swift'de NSError nedir?","Swift'de NSError, temelde hata ve istisnai durumları tanımlamak için kullanılan bir sınıftır. Genellikle Objective-C döneminden miras alınmıştır ve Objective-C kodları ile etkileşime geçerken kullanılabilir. NSError nesnesi, bir işlev veya metod çağrısının başarısız olduğu durumları temsil etmek için kullanılır."
Data Science,Teknik Yetenekler,Data Science,"Lineer Regresyon için gerekli varsayımlar nelerdir?","Lineer (Doğrusal) bir regresyonun dört varsayımı vardır: Doğrusallık, Bağımsızlık, Eş varyans (Homoscedasticity), Normallik."
Data Science,Teknik Yetenekler,Data Science,"Eksik veri nedir?","Eksik veri, verilen veri kümesindeki bazı değişkenler için depolanmayan değerler veya veriler olarak tanımlanır."
Data Science,Teknik Yetenekler,Data Science,"Bir veri kümesinde eksik veriler nasıl ele alınır?","Kayıp verileri işlemenin çeşitli yolları vardır. Eksik veri içeren satırlar bırakılır. Birkaç eksik veri içeren sütunlar bırakılır. Eksik veriler bir dizi veya sayısal sabitle doldurulur. Eksik veriler, sütunun ortalama veya ortanca değeriyle değiştirilir. Eksik veriyi tahmin etmek için çoklu regresyon analizleri kullanılır. Eksik verileri rastgele hatalarla değiştirmek için birden çok sütun kullanılır."
Data Science,Teknik Yetenekler,Data Science,"Veri kümesinde eksik bir değer nasıl temsil edilir?","Eksik değerler veya boşluklar genellikle NaN ile temsil edilir. Numara değil anlamına gelir."
Data Science,Teknik Yetenekler,Data Science,"Doğru değişkenleri seçmek için kullanılan özellik seçim yöntemleri nelerdir?","Doğru özellikleri seçmek için kullanılan özellik seçim yöntemleri şunlardır: Filtre Yöntemleri: Korelasyon Analizi: Değişkenler arasındaki ilişki incelenir ve hedef değişkenle güçlü korelasyona sahip olanlar seçilir. Varyans Analizi: Değişkenlerin varyansları incelenir ve düşük varyansa sahip olanlar elemeye tabi tutulur. Karşılaştırmalı İstatistikler: Gruplar arasındaki farklar değerlendirilir ve hedef değişkenle ilişkisi yüksek olanlar seçilir. Ki-kare Testi: Bir modelin gözlemlenen gerçek verilerle karşılaştırılmasını ölçer. Sarma (Wrapper) Yöntemleri: Işınlama (Forward Selection): Başlangıçta boş bir modelden başlayarak, en iyi özellikler sırayla eklenir. Geri Çıkarma (Backward Elimination): Tüm özellikleri içeren bir modelden başlayarak, en az etkili olanlar sırayla çıkartılır. Recursive Feature Elimination (RFE): Modelin performansı değerlendirilerek, en düşük katkı sağlayan özellikler iteratif olarak çıkartılır. Gömülü Yöntemler: Lasso ve Ridge Regresyon: Katsayıları sıfıra yakınlaştırarak gereksiz özellikleri filtreler. Karar Ağaçları: Özelliklerin önem düzeylerini hesaplayarak, önemsiz özellikleri ayırt etmeye yardımcı olur. Bu yöntemler veri analizi ve model oluşturma süreçlerinde kullanılarak, en uygun özelliklerin seçilmesi sağlanır."
Data Science,Teknik Yetenekler,Data Science,"Doğrulama seti ve test seti nedir?","Doğrulama seti, model parametrelerini optimize etmek için kullanılır. Eğitim setinin bir parçasıdır. Geliştirilmekte olan makine öğrenimi modeline aşırı uyum sağlamaktan kaçınmaya yardımcı olur. Test seti, eğitilmiş bir makine öğrenimi modelinin tarafsız bir tahminini sağlamak, performansını değerlendirmek veya test etmek için kullanılır."
Data Science,Teknik Yetenekler,Data Science,"Veri biliminin dört ana bileşeni nedir?","1. Veri toplama ve temizleme 2. Veri Keşfi ve Görselleştirme 3. Model Oluşturma ve Analiz 4. Sonuçların Yorumlanması"
Data Science,Teknik Yetenekler,Data Science,"Makine öğreniminde aşırı uydurma nedir? Aşırı uydurmadan nasıl kaçınılır?","Aşırı uydurma bir eğitim veri setinde çok iyi eğitilmiş ancak test ve doğrulama veri setinde başarısız olan bir modeli ifade eder. İstenmeyen bir makine öğrenimi davranışıdır. Aşırı uydurma, bir model yanlış tahminler verebilir ve her tür yeni veri için iyi performans gösteremez. Aşırı uydurma şu şekilde önlenebilir: 1. Model karmaşıklığını azaltmak, 2. Çapraz doğrulama tekniklerini kullanmak, 3. Modeli daha fazla veriyle eğitmek, 4. Örnek sayısını artıran veriyi kullanmak, 5. Birleştirmeyi kullanmak (Bagging ve Boosting), 6. Aşırı uydurmaya neden olma olasılığı yüksek, belirli model parametrelerinde düzenlileştirme tekniklerini kullanmak."
Data Science,Teknik Yetenekler,Data Science,"Aşırı uyum nasıl tespit edilir?","Makine öğrenimi modellerinin doğruluğunu anlamak için model uygunluğunu test etmek önemlidir. Aşırı uyum modellerini tespit etmenin en iyi yöntemlerinden biri, K katmanlı çapraz doğrulama yöntemidir. K-katmanlı çapraz doğrulama, test yöntemlerinden biridir. Bu yöntemde, veriler aynı zamanda ""kıvrımlar"" olarak da adlandırılan k adet eşit büyüklükte alt kümeye bölünür. K-katlamalardan biri, uzatma seti veya doğrulama seti olarak da bilinen test seti olarak işlev görür ve geri kalan kıvrımlar modeli eğitir. Bu işlem, çok kez tekrarlanır."
Data Science,Teknik Yetenekler,Data Science,"Makine öğreniminde öneri sistemi nedir?","Öneri sistemleri, bir kullanıcının bazı ürünlere verdiği derecelendirmeleri veya ürün ile ilgili tercihlerini tahmin etmeye yönelik bilgi filtreleme sistemidir. Örneğin, Amazon'daki ürün tavsiyeleri bölümü bir öneri sistemidir. Bu bölüm, kullanıcının arama geçmişine ve geçmiş siparişlerine dayalı ürünleri listeler."
Data Science,Teknik Yetenekler,Data Science,"SQL'deki farklı ilişki türleri nelerdir?","Dört ana SQL ilişkisi türü vardır: 1. One-to-One (Bire Bir), 2. One-to-Many (Bir Çok İlişki), 3. Many-to-Many (Çoktan Çoğa), 4. Self-Referencing (Kendine Referans Veren)."
Data Science,Teknik Yetenekler,Data Science,"Boyut Azaltma(Dimensionality Reduction) nedir? Faydaları nelerdir?","Boyut azaltma, bir veri kümesindeki özelliklerin (veya boyutların) sayısını mümkün olduğu kadar fazla bilgiyi koruyarak azaltma işlemidir. Bir modelin karmaşıklığını azaltmak, öğrenme algoritmasının performansını iyileştirmek veya verileri görselleştirmeyi kolaylaştırmak için yapılır. PCA, SVD ve lineer diskriminant analizi gibi çeşitli teknikler vardır. Her teknik, önemli bilgileri korurken verileri daha düşük boyutlu bir alana yansıtmak için farklı bir yöntem kullanır."
Data Science,Teknik Yetenekler,Data Science,"Denetimli (Supervised) ve Denetimsiz (Unsupervised) öğrenme nedir?","Denetimli (Supervised) öğrenme, etiketli veri kümelerinin kullanımıyla tanımlanan bir makine öğrenimi yaklaşımıdır. Bu veri kümeleri, algoritmaları ve verileri sınıflandırmak, sonuçları doğru bir şekilde tahmin etmek üzere eğitmek veya 'denetlemek' için tasarlanmıştır. Denetimsiz (Unsupervised) öğrenme, etiketli yanıtlar olmadan girdi verilerini içeren veri kümelerinden çıkarımların yapıldığı yaklaşımdır. Denetimsiz öğrenme, etiketlenmemiş veri kümelerini analiz etmek ve kümelemek için makine öğrenimi algoritmalarını kullanır."
Data Science,Teknik Yetenekler,Data Science,"Seçim Yanlılığı (selection Bias) nedir ve çeşitli türleri nelerdir?","Seçim yanlılığı (selection bias), bir veri setinin seçim süreci nedeniyle temsil edilmemiş veya örneklem dışı bir alt kümenin analize dahil edilmesi sonucu ortaya çıkan bir hata türüdür. Seçim yanlılığı, kohort çalışmaları, vaka kontrol çalışmaları ve kesitsel araştırmalar gibi katılımcıların seçiminin rastgele olmadığı çalışmalarda sıklıkla ortaya çıkar. Seçim yanlılığı bir sistematik hata türüdür. Çeşitli seçim yanlılığı türleri vardır: Örneklem Seçim Yanlılığı: Örnekleme sürecinde rastgele seçim yapılmaması veya belirli bir alt kümenin örneklem dışı bırakılması sonucu oluşur. Örneğin, bir anket yalnızca belirli bir yaş grubundan insanları içeriyorsa, bu anketin sonuçları genel nüfusu yansıtmayabilir. Veri: Veri noktalarının seçilmesindeki hatalar veya önyargılar sonucu oluşan bir tür seçim yanlılığıdır. Yıpratma: Katılımcıların kaybı, deneklerinin veya tamamlanmayan testlerin dikkate alınmaması durumudur."
Data Science,Teknik Yetenekler,Data Science,"Metin analizi için Python ve R arasından hangisini seçerdiniz?","Metin analizi için Python bazı nedenlerden dolayı R'ye üstünlük sağlar. Python Pandas kütüphanesi, kullanımı kolay veri yapıları bulundurur. Buna ek olarak, yüksek performanslı veri analiz araçları sunar. Python, tüm metin analizi türleri için daha hızlı bir performansa sahiptir."
Data Science,Teknik Yetenekler,Data Science,"Veri analizinde veri temizlemenin amacı nedir?","Veri temizleme, veri kümesindeki hataları, yinelemeleri ve alakasız verileri tanımlar ve düzeltir. Veri temizleme veri hazırlama sürecinin bir parçasıdır. Veri kaynaklarının sayısı arttıkça, verilerin temizlenmesi için gereken süre katlanarak arttığından, veri temizleme göz korkutucu bir görev gibi görünebilir. Bunun nedeni, ek kaynaklar tarafından üretilen çok ve büyük miktardaki verilerdir. Veri temizlemenin amacı şunlardır: Farklı kaynaklardan gelen verilerin temizlenmesi, verilerin üzerinde çalışmayı daha kolay hale getirir. Veri temizleme, makine öğrenimi modelinin doğruluğunu artırır. Veri temizleme, akıllı kararlar alınmasına olanak tanıyan tutarlı ve yapılandırılmış, doğru veriler üretir. Zamandan ve paradan tasarruf sağlayarak iyileştirme alanlarını vurgular."
Data Science,Teknik Yetenekler,Data Science,"Python'da Öklid mesafesi nasıl hesaplanabilir?","Öklid mesafesi, iki nokta arasındaki doğrusal uzaklığı ölçen bir metriktir. Python'da Öklid mesafesini hesaplamak için kullanabileceğiniz çok sayıda yerleşik modül ve işlev vardır. Bunun için, NumPy modülü, math.dist() ve distance.euclidean() işlevlerinden biri kullanılabilir."
Data Science,Teknik Yetenekler,Data Science,"Epoch nedir?","Epoch, tüm eğitim verilerinin aynı anda kullanıldığı zamandır. Makine öğrenimi modelini eğitmek için tek bir döngüde tüm eğitim verilerinin toplam yineleme sayısı olarak tanımlanır. Veri seti hem ileri hem de geri geçiş yaptığında bir epoch yani geçiş sayılır. Dönem sayısı bir hiperparametre olarak kabul edilir."
Data Science,Teknik Yetenekler,Data Science,"Yineleme nedir?","Yineleme, verilerin bir dönem içinde uygulanan farklı gruplar halinde sınıflandırılmasıdır."
Data Science,Teknik Yetenekler,Data Science,"Maliyet fonksiyonu nedir?","Maliyet fonksiyonu, modelin performansının ne kadar iyi olduğunu değerlendirmek için kullanılan bir araçtır."
Data Science,Teknik Yetenekler,Data Science,"Hiperparametreler nelerdir?","Hiperparametreler, değerleri öğrenme sürecini kontrol eden ve bir model parametrelerinin değerlerini belirleyen parametrelerdir. 'hyper_', bunların öğrenme sürecini ve bundan kaynaklanan model parametrelerini kontrol eden 'üst düzey' parametreler olduğunu gösterir. Kısaca, öğrenme sürecinden önce değeri belirlenen bir tür parametredir."
Data Science,Teknik Yetenekler,Data Science,"Toplu normalleştirme nedir?","Toplu normalleştirme (batch normalization), derin öğrenme ve yapay sinir ağlarında kullanılan, eğitim sırasında sinir ağlarının daha hızlı ve daha istikrarlı bir şekilde konverjans göstermesine yardımcı olan bir yöntemdir. Toplu normalleştirme, özellikle derin sinir ağlarının eğitimini daha verimli hale getirmek için geliştirilmiştir."























































